conm,gvkey,year,markup,weight,sale_D,rank
ASTRAZENECA PLC,028272,2009.0,3.091673140945558,0.0021685475031787828,32889000.0,5
ORACLE CORP,012142,2009.0,2.9438332338072413,0.0017683859051736129,26820000.0,6
COCA-COLA CO,003144,2009.0,2.8647708722748675,0.0020433362864030673,30990000.0,7
LVMH MOET HENNESSY LOUIS V,014447,2009.0,2.8206172498454705,0.0016114835250323996,24440360.0,8
PHILIP MORRIS INTERNATIONAL,179621,2009.0,2.8081316356099255,0.0016506913175250333,25035000.0,9
INTEL CORP,006008,2009.0,2.677668212106814,0.002316110801306245,35127000.0,10
MICROSOFT CORP,012141,2010.0,3.7672041536476284,0.0036503265248243617,61732711.13459513,1
INTEL CORP,006008,2010.0,3.5019870151798123,0.0025484635105373077,43098490.1386666,2
LILLY (ELI) & CO,006730,2010.0,3.450144605158816,0.0013481040728321966,22798541.100792482,3
ASTRAZENECA PLC,028272,2010.0,3.1203319452100198,0.001974076301138532,33384707.156217664,4
TORONTO DOMINION BANK,015706,2010.0,2.976132421433726,0.0014829378481874015,25078790.401391763,5
COCA-COLA CO,003144,2010.0,2.8930989111526424,0.002051658300129741,34696739.68273232,6
LVMH MOET HENNESSY LOUIS V,014447,2010.0,2.851930198667517,0.001575160411638844,26638417.692518465,7
PHILIP MORRIS INTERNATIONAL,179621,2010.0,2.8133016601827547,0.0015894962564403886,26880859.17274926,8
ORACLE CORP,012142,2010.0,2.644609443070776,0.0020810436506512615,35193691.76167576,9
PFIZER INC,008530,2010.0,2.632596130081976,0.003960362419889385,66975901.35915337,10
ASTRAZENECA PLC,028272,2011.0,3.571686516540108,0.0018018609063514468,33106178.92561326,1
TORONTO DOMINION BANK,015706,2011.0,3.4945610693026494,0.001433754647684228,26342842.41050377,2
LILLY (ELI) & CO,006730,2011.0,3.2240737618675377,0.0012795209175785625,23509055.714069955,3
PFIZER INC,008530,2011.0,3.19588139385812,0.0035522491041415833,65266632.96568738,4
MICROSOFT CORP,012141,2011.0,3.190230785102817,0.003684908551590282,67704028.32063882,5
INTEL CORP,006008,2011.0,3.1777931844932032,0.0028449076659183004,52270417.70135934,6
ORACLE CORP,012142,2011.0,2.994951386502573,0.0019556995030751163,35932705.70736791,7
LVMH MOET HENNESSY LOUIS V,014447,2011.0,2.949616850865843,0.0016170344219625953,29710301.563048456,8
PHILIP MORRIS INTERNATIONAL,179621,2011.0,2.928600253924934,0.0016383283706561487,30101542.237063117,9
ROYAL BANK OF CANADA,015633,2011.0,2.758142308767333,0.0018834691208462976,34605593.30401667,10
BANK OF MONTREAL,015580,2012.0,4.697262159695068,0.0010820243533526451,19928146.246997394,1
ASTRAZENECA PLC,028272,2012.0,3.627702649573135,0.0014775848373726776,27213367.832500085,2
TORONTO DOMINION BANK,015706,2012.0,3.5441006810419178,0.0015656247833267776,28834840.50371569,3
PFIZER INC,008530,2012.0,3.397004815389925,0.003044035317730678,56063415.582839146,4
INTEL CORP,006008,2012.0,3.39558829593915,0.0027527190839024868,50698108.88353545,5
ORACLE CORP,012142,2012.0,3.3192415094851393,0.0019187134763033026,35337839.34102938,6
LILLY (ELI) & CO,006730,2012.0,3.2173817719682383,0.0011664725172209269,21483467.395401385,7
PHILIP MORRIS INTERNATIONAL,179621,2012.0,3.0158090914272746,0.0016192434842917892,29822361.081320036,8
MICROSOFT CORP,012141,2012.0,2.925904753372614,0.003804553889551059,70070240.1758663,9
LVMH MOET HENNESSY LOUIS V,014447,2012.0,2.8415422466439892,0.0019123461136470305,35220568.65869336,10
BANK OF MONTREAL,015580,2013.0,5.020603242620481,0.0010493818232244511,19503319.881926004,1
TORONTO DOMINION BANK,015706,2013.0,4.050171069731455,0.0015472732613885435,28756897.34065191,2
ORACLE CORP,012142,2013.0,3.430028230717049,0.001926290791037162,35801139.920421936,3
ROYAL BANK OF CANADA,015633,2013.0,3.2681598306468556,0.0019506997011260714,36254792.50987731,4
INTEL CORP,006008,2013.0,3.2182727446318578,0.0026526697586933177,49301279.76291572,5
ASTRAZENECA PLC,028272,2013.0,3.207421000644339,0.0013252276710539659,24630061.825853698,6
PFIZER INC,008530,2013.0,3.1041653785563117,0.002596101480466648,48249928.194775835,7
PHILIP MORRIS INTERNATIONAL,179621,2013.0,3.0012368655647848,0.0015710782396814388,29199325.53614138,8
LVMH MOET HENNESSY LOUIS V,014447,2013.0,2.9502193556410976,0.002021380204613155,37568427.29791702,9
LILLY (ELI) & CO,006730,2013.0,2.9323308173321205,0.0011632279995381065,21619211.68111572,10
BANK OF MONTREAL,015580,2014.0,4.853466166541677,0.0010657415666114574,19571230.697785027,1
TORONTO DOMINION BANK,015706,2014.0,4.421162946035136,0.0016633634808776152,30545932.933846936,2
AMGEN INC,001602,2014.0,3.826728128418845,0.0010039427669699347,18436360.291560758,3
INTEL CORP,006008,2014.0,3.8061821858093183,0.002795707640463054,51340250.6848178,4
GILEAD SCIENCES INC,024856,2014.0,3.549292989796831,0.0012454835004676106,22872003.57159683,5
ORACLE CORP,012142,2014.0,3.402256815195167,0.0019128104575682962,35126766.11200725,6
ROYAL BANK OF CANADA,015633,2014.0,3.2314059242341586,0.0020941036163547224,38456025.611400396,7
MEDTRONIC PLC,007228,2014.0,3.212214873081442,0.0010138505907181302,18618307.12591898,8
TAIWAN SEMICONDUCTOR MFG CO,201395,2014.0,3.1196732611290496,0.001207926093127576,22182301.01471938,9
BANK OF NOVA SCOTIA,015582,2014.0,2.890154206541503,0.0015104427264610216,27737703.005570523,10
TORONTO DOMINION BANK,015706,2015.0,4.65967906095594,0.001901844221675089,31844377.165467415,1
BANK OF MONTREAL,015580,2015.0,4.122297869091578,0.0012912041267504088,21619852.32083458,2
GILEAD SCIENCES INC,024856,2015.0,3.7692426538772117,0.0017719311929451141,29669120.412870836,3
ROYAL BANK OF CANADA,015633,2015.0,3.6630823133846135,0.002335611501053485,39107353.11751368,4
AMGEN INC,001602,2015.0,3.6537467384347733,0.0011760033549305144,19690936.805159714,5
INTEL CORP,006008,2015.0,3.6510396389837645,0.003005154912389374,50318151.91808771,6
ORACLE CORP,012142,2015.0,3.516769727193026,0.0020112360950101916,33676028.797929645,7
TAIWAN SEMICONDUCTOR MFG CO,201395,2015.0,2.992790539557969,0.0013965366115312882,23383533.77008801,8
LVMH MOET HENNESSY LOUIS V,014447,2015.0,2.9704273923048183,0.0021024704374572514,35203651.71163426,9
BANK OF NOVA SCOTIA,015582,2015.0,2.9208624104649834,0.0016971755554352204,28417416.046667118,10
META PLATFORMS INC,170617,2016.0,12.602818779771235,0.0015280042788790402,24807022.012061354,1
TORONTO DOMINION BANK,015706,2016.0,4.320121132899862,0.002127971803099148,34547444.722637005,2
ORACLE CORP,012142,2016.0,3.850847082369006,0.0020858436006059924,33863496.86920366,3
BANK OF MONTREAL,015580,2016.0,3.7962651302930115,0.0014140591012696002,22957131.558090065,4
ROYAL BANK OF CANADA,015633,2016.0,3.722119942488915,0.002551465282229818,41422826.03142888,5
AMGEN INC,001602,2016.0,3.6637670489133694,0.0012710885872967658,20636017.18935171,6
CANADIAN IMPERIAL BANK,015581,2016.0,3.4807983563185965,0.0010319198156623953,16753132.131671073,7
INTEL CORP,006008,2016.0,3.180899322000652,0.003283290763072203,53303951.669089206,8
GILEAD SCIENCES INC,024856,2016.0,3.073114849389231,0.001680152327778205,27277132.894802246,9
LVMH MOET HENNESSY LOUIS V,014447,2016.0,2.991722728980594,0.0021935148826525415,35611531.15203635,10
