gvkey,year,ind2d,markup,theta_c,cost_share
001001,1983.0,72,3.007688768595576,0.7473327871564514,0.24847410907658984
001001,1984.0,72,2.783298828627755,0.710542529094179,0.25528790577061267
001001,1985.0,72,2.9174350727134635,0.7337242375890025,0.2514963381538347
001003,1983.0,44,1.6163323433392949,0.9924395429377576,0.6140071050532879
001003,1984.0,44,1.5188056775552206,0.9873499921340252,0.6500831585797961
001003,1985.0,44,1.717596714718988,0.984090821005021,0.5729463805862168
001003,1986.0,44,1.869383454461001,0.9843765083684002,0.5265781645918255
001003,1987.0,44,1.5476584760715943,0.9846664257627576,0.6362297890566441
001003,1988.0,44,1.4820647188594855,0.9811767158506468,0.6620336503291878
001003,1989.0,44,1.5692163506283319,0.9678205166614661,0.6167540353973114
001004,1965.0,42,1.5345518298702536,0.9747074826210691,0.6351740382098926
001004,1966.0,42,1.472607850230741,0.9653903203811756,0.6555651052857757
001004,1967.0,42,1.31669879213569,0.959961961034285,0.7290672451193058
001004,1968.0,42,1.3120577751419489,0.9617715591588935,0.7330253113700281
001004,1969.0,42,1.3316860706905704,0.9643594830922546,0.7241642788920726
001004,1970.0,42,1.2858606331140605,0.9708894153626412,0.7550502677816405
001004,1971.0,42,1.3192479534712602,0.975377628823482,0.7393436739901909
001004,1972.0,42,1.3187831242414352,0.9745667650204498,0.7389894116070231
001004,1973.0,42,1.2671821317157708,0.9758575964092556,0.7701005025125628
001004,1974.0,42,1.3077029251625885,0.973990429706826,0.7448101636583312
001004,1975.0,42,1.261421708124389,0.9840879933695003,0.7801419517607184
001004,1976.0,42,1.2285550203555868,0.9813185242370918,0.7987583038430496
001004,1977.0,42,1.2392895216409385,0.979615508428327,0.7904654169360052
001004,1978.0,42,1.2634544152925367,0.9757602648074005,0.7722955834393723
001004,1979.0,42,1.250860610498026,0.97097627536236,0.7762465835228188
001004,1980.0,42,1.2748994735497436,0.9657256213569462,0.7574915837623223
001004,1981.0,42,1.2063719704338611,0.9439687177757694,0.7824856187899321
001004,1982.0,42,1.2286571473312298,0.9347499542813177,0.7607899049069068
001004,1983.0,42,1.2399812489852167,0.9397830455934468,0.7579010137149672
001004,1984.0,42,1.2479790656323098,0.9419663862656997,0.7547934193819481
001004,1985.0,42,1.2627841164890503,0.945718440223361,0.7489153750624971
001004,1986.0,42,1.2605446375443625,0.9491707679829973,0.7529846541825401
001004,1987.0,42,1.2672186873119893,0.9552147490336121,0.7537884017949604
001004,1988.0,42,1.2827761164773352,0.9566714212893869,0.745782065163894
001004,1989.0,42,1.252356029735505,0.9484856857652452,0.7573610564765384
001004,1990.0,42,1.2131381666973324,0.9518051848234277,0.7845810237877834
001004,1991.0,42,1.2138520101437396,0.9507780329443162,0.7832734344870663
001004,1992.0,42,1.1845561744278232,0.9513956111640949,0.803166309629552
001004,1993.0,42,1.1853395968993732,0.9551287017085103,0.805784860479603
001004,1994.0,42,1.184020813509992,0.952672544852236,0.8046079376156138
001004,1995.0,42,1.1896003589379534,0.9519582586792141,0.8002336679934257
001004,1996.0,42,1.205570342590841,0.9583961826076635,0.7949732576765401
001004,1997.0,42,1.214564653816756,0.961923689461029,0.7919905181154371
001004,1998.0,42,1.211646152917444,0.9604545666228391,0.7926856898857997
001004,1999.0,42,1.185036744363585,0.96381001782283,0.8133165679520233
001004,2000.0,42,1.171748038323905,0.9567078701111518,0.8164791736964616
001004,2001.0,42,1.1540862163625407,0.951275829246105,0.8242675597013407
001004,2002.0,42,1.1447198070483893,0.9378219207995987,0.819258926966357
001004,2003.0,42,1.1761376451501193,0.9440411529306302,0.8026621346773873
001004,2004.0,42,1.1961326398934917,0.9567359322621305,0.7998577250992182
001004,2005.0,42,1.2039866823842502,0.9447445260583999,0.7846802127308634
001004,2006.0,42,1.1876463333243363,0.9369507293517509,0.7889139241723044
001004,2007.0,42,1.204999240752115,0.9404720812789468,0.7804752480108946
001004,2008.0,42,1.2265506775584831,0.9566886147650127,0.7799829491508286
001004,2009.0,42,1.2006507656239462,0.9464742121109961,0.7883010107598929
001004,2010.0,42,1.2001676653935132,0.9516490677224513,0.7929301006542472
001004,2011.0,42,1.1935224170275687,0.9564343827981354,0.8013543517516045
001004,2012.0,42,1.2073694990958117,0.955209730146172,0.7911494624152093
001004,2013.0,42,1.2190719896363047,0.9473417417252343,0.777100737100737
001004,2014.0,42,1.1274075715982834,0.9494888956814996,0.8421877940161825
001004,2015.0,42,1.1624847732528107,0.9473418857694171,0.8149284253578731
001007,1974.0,33,1.3527065670610834,0.9806731454557988,0.7249710834083022
001007,1975.0,33,1.424652009172302,0.9878986342280283,0.6934315382757787
001007,1976.0,33,1.4343725361193762,0.9795446015952025,0.6829080848447586
001007,1977.0,33,1.1935664200075344,0.9874810662022054,0.8273365014709211
001007,1978.0,33,1.2373403591626067,0.9916160880813564,0.8014093137254903
001007,1979.0,33,1.6328311703359002,0.9737362296328327,0.5963483839131507
001007,1980.0,33,1.5750550689968095,0.9750988734212596,0.6190887497300799
001007,1981.0,33,1.4592510680122213,0.9658670476334853,0.6618923013359042
001007,1982.0,33,2.4482852031554003,0.9360657826604566,0.382335269377128
001007,1983.0,33,1.7957479484788903,0.9430132493184274,0.5251367543631154
001007,1984.0,33,2.933098029175774,0.9118301728162752,0.3108761329305136
001008,1983.0,33,1.4201769475022379,0.8820046305540213,0.6210526315789473
001008,1984.0,33,1.7271008204499434,0.9408243528773698,0.5447419986936644
001008,1985.0,33,1.5427150736075685,0.8949935675255256,0.5801418439716313
001009,1981.0,33,0.9856440984996545,0.8819779463482976,0.8948239508468043
001009,1982.0,33,1.0103668511687003,0.885424790956142,0.8763399055817828
001009,1983.0,33,1.4065580044573562,0.9192542474606387,0.6535487655308484
001009,1984.0,33,1.260260760016911,0.9103448841208791,0.7223464484514011
001009,1985.0,33,1.3381415028236208,0.8985978756221819,0.671526795728288
001009,1986.0,33,1.3657513829544061,0.886115036174093,0.6488113775563168
001009,1987.0,33,1.2033268727600688,0.8716272043557715,0.7243478260869565
001009,1988.0,33,1.174026849667748,0.8963320509955004,0.7634681023259088
001009,1989.0,33,1.1013540549625738,0.8634729600922701,0.7840103336448084
001009,1990.0,33,1.1306132978127474,0.8546981183529413,0.7559597255811658
001009,1991.0,33,1.1309938879444974,0.8452947527589153,0.7473910882888852
001009,1992.0,33,1.1454393583712663,0.8835393405080207,0.7713540957457157
001009,1993.0,33,1.1039817373622918,0.8877776853976563,0.8041597567716973
001009,1994.0,33,1.077817218231331,0.8671490083414748,0.8045418032608932
001010,1955.0,33,1.1190543685171455,0.9297355207488742,0.8308224755700325
001010,1956.0,33,1.1333578332425418,0.9423104809043725,0.8314324507807196
001010,1957.0,33,1.1172058528128437,0.9387711438691851,0.8402848423194303
001010,1958.0,33,1.0807105002190756,0.9010355759800786,0.8337437045327363
001010,1959.0,33,1.0773928812627405,0.917500584164871,0.8515933232169955
001010,1960.0,33,1.060141884863368,0.8977079175114447,0.8467809170912459
001010,1961.0,33,1.0756232351640527,0.8460933679496235,0.7866075594960336
001010,1962.0,33,1.0749618613990546,0.8479314210300853,0.7888013998250217
001010,1963.0,33,1.095571282896906,0.8566128651617041,0.7818869283399352
001010,1964.0,33,1.137216560839395,0.8515848577255739,0.7488326208484053
001010,1965.0,33,1.1208790399694577,0.8441967076403634,0.7531559405940595
001010,1966.0,33,1.1547966011245347,0.8266941459188657,0.7158785755983654
001010,1967.0,33,1.1452821326075113,0.7846735884309834,0.6851356238698011
001010,1968.0,33,1.1035740963521454,0.7578590145555013,0.6867314275141088
001010,1969.0,33,1.0889233459612597,0.7567031034036225,0.6949094316052467
001010,1970.0,33,1.0781695456311737,0.7717978790064829,0.715840919578806
001010,1971.0,33,1.1062980627728534,0.7925381473369594,0.7163875396749063
001010,1972.0,33,1.1069006808740527,0.780481908979627,0.7051056363641655
001010,1973.0,33,1.0523443800629464,0.7747077382487303,0.7361732080541836
001010,1974.0,33,1.0861959455904435,0.815987203808437,0.7512338884351809
001010,1975.0,33,1.1867337691217175,0.8717332786871149,0.7345651580575403
001010,1976.0,33,1.1347351745029512,0.8410442481187895,0.7411810852582345
001010,1977.0,33,1.129525947688609,0.8487234579437529,0.7513979290874436
001010,1978.0,33,1.1196318306162707,0.8373735072739817,0.7479007691421853
001010,1979.0,33,1.0917182816054114,0.8376905780139822,0.7673138685395354
001010,1980.0,33,1.0857412911415014,0.8119063830383729,0.7477899106008666
001010,1981.0,33,1.0490239552090403,0.7434638013291018,0.7087195651132209
001010,1982.0,33,1.042985002639799,0.6878784042394214,0.6595285670440116
001010,1983.0,33,0.9550243045566984,0.6258777673899468,0.6553527113432633
001010,1984.0,33,0.9980110124836251,0.44406872389762025,0.44495373131456933
001010,1985.0,33,1.10051430381852,0.38101245648957743,0.3462130888872192
001010,1986.0,33,1.055875258964605,0.29509257477690554,0.2794767395783801
001010,1987.0,33,1.0585168118185,0.36367514289606273,0.3435704930101958
001010,1988.0,33,1.0502077558082692,0.43347811218440735,0.41275462858374196
001010,1989.0,33,0.9950608339473471,0.4143897237381158,0.4164466227599939
001010,1990.0,33,1.006458625854031,0.3439488541117126,0.34174167251023824
001010,1991.0,33,1.0429273328064907,0.3687977018436835,0.3536178315043852
001010,1992.0,33,1.076055075037599,0.40855728785161965,0.3796806477004386
001010,1993.0,33,1.0443672432407607,0.492088625779739,0.47118351227940275
001010,1994.0,33,0.9598196743133629,0.5037476713807584,0.5248357424441523
001010,1995.0,33,0.9182859930393644,0.4663593893922902,0.5078585461689588
001010,1996.0,33,0.9382240629079975,0.5186444028934719,0.5527937551355793
001010,1997.0,33,0.8863408819424691,0.502065576282614,0.5664474995018928
001010,1998.0,33,0.8550312363830586,0.5098313001285003,0.5962721342031687
001010,1999.0,33,0.8167584788516514,0.44295834521971433,0.54233700254022
001010,2000.0,33,0.7417323716471346,0.38891645534539926,0.5243352861649391
001010,2001.0,33,0.7551862356921338,0.31752851001407323,0.42046384720327423
001010,2003.0,33,1.3534720779188851,0.7791245149492451,0.5756487537941943
001011,1989.0,51,1.7304133100725165,0.43536714555216643,0.2515972010952236
001011,1990.0,51,1.56255638669901,0.4835972310966674,0.30949105914718017
001011,1991.0,51,1.7589965826048726,0.623232383803115,0.35431131019036954
001011,1992.0,51,1.6533199699004133,0.5973079222303166,0.3612778730703259
001011,1993.0,51,1.340042885439891,0.566988869555923,0.4231124807395994
001011,1994.0,51,1.3666545787838709,0.48898791428723315,0.3577991995039179
001012,1974.0,33,1.3158439558465822,0.8854454285019508,0.6729106628242075
001012,1975.0,33,1.2058755303522966,0.9264265221451057,0.7682604869463187
001012,1976.0,33,1.1836545979510638,0.9173362859405947,0.7750033561551884
001012,1977.0,33,1.2367762442692949,0.9101131860293695,0.7358753778191117
001012,1978.0,33,1.243562286429417,0.8928020447279329,0.7179391450438678
001012,1979.0,33,1.211659027139281,0.9061584451843363,0.7478658804893076
001012,1980.0,33,1.1016861320808233,0.8756489268015167,0.7948261317836723
001012,1981.0,33,1.2089133843833895,0.8806547005521528,0.728467987804878
001012,1982.0,33,1.170576883754961,0.8711163859514308,0.7441769934470901
001012,1983.0,33,1.1772897031000986,0.8881080781529302,0.7543666404405979
001012,1984.0,33,1.0796438217180333,0.8887093970399087,0.8231505420238581
001012,1985.0,33,1.1835034588870377,0.8999593627839644,0.7604197148948622
