ind2d,year,theta_c
48,1987.0,0.8265823103389551
48,1988.0,0.820617656505645
48,1989.0,0.7558276503938668
48,1990.0,0.7265577030549987
48,1991.0,0.7411624846659408
48,1992.0,0.7801681845082323
48,1993.0,0.7852195438373822
48,1994.0,0.7985939855249532
48,1995.0,0.7995646917358608
48,1996.0,0.7643871482860742
48,1997.0,0.7540778370425208
48,1998.0,0.7649343946127789
48,1999.0,0.7352502405272291
48,2000.0,0.7001128284499072
48,2001.0,0.8043573409830161
48,2002.0,0.7810205123695007
48,2003.0,0.8193246142543732
48,2004.0,0.8124680817649783
48,2005.0,0.7976022913491906
48,2006.0,0.7687004710202423
48,2007.0,0.7530508815496237
48,2008.0,0.7941147631224916
48,2009.0,0.7618023567362004
48,2010.0,0.7335278033876882
48,2011.0,0.7775714048095635
48,2012.0,0.7565989926225831
48,2013.0,0.7029056567570322
48,2014.0,0.6888401738969421
48,2015.0,0.6674757200841146
48,2016.0,0.6594703761981227
49,1955.0,0.9722441081372116
49,1956.0,0.9396798201404444
49,1957.0,0.9374481407326554
49,1958.0,0.9385638816679397
49,1959.0,0.9238126743702708
49,1960.0,0.9474874601394843
49,1961.0,0.9601044010490295
49,1962.0,0.9596051507410255
49,1963.0,0.9284913132142887
49,1964.0,0.9285564214704877
49,1965.0,0.9235891716499923
49,1966.0,0.9232306937073144
49,1967.0,0.9319862175316186
49,1968.0,0.9375714119022801
49,1969.0,0.9371794133598984
49,1970.0,0.9419995628751983
49,1971.0,0.954772277787523
49,1972.0,0.965687086802492
49,1973.0,0.9486511677666665
49,1974.0,0.958108338055753
49,1975.0,0.9563849143978835
49,1976.0,0.9336805265338929
49,1977.0,0.9382550296421543
49,1978.0,0.9343268864686344
49,1979.0,0.9432234934051903
49,1980.0,0.951212145034782
49,1981.0,0.9241825253124691
49,1982.0,0.9241812164685568
49,1983.0,0.9050295731358728
49,1984.0,0.9175081733327204
49,1985.0,0.9060281231377836
49,1986.0,0.9038292478228522
49,1987.0,0.8428597029035183
49,1988.0,0.8817173386502699
49,1989.0,0.8762787425006738
49,1990.0,0.8930186769687548
49,1991.0,0.9131149360295928
49,1992.0,0.9042013632515076
49,1993.0,0.9020206269996509
49,1994.0,0.8882907900984082
49,1995.0,0.8865802933188226
49,1996.0,0.8905519965316572
49,1997.0,0.9045425173644779
49,1998.0,0.914243647102397
49,1999.0,0.9226963575472668
49,2000.0,0.9538027712956509
49,2001.0,0.9605273101909685
