ind2d,year,theta_c,theta_k
49,2006.0,0.8249769262590357,0.13806199533873006
49,2007.0,0.8173659918177267,0.1284968226991603
49,2008.0,0.8062535602438442,0.1440738576070356
49,2009.0,0.804048231625489,0.15902609786328847
49,2010.0,0.8023430436374533,0.1613677385949287
49,2011.0,0.820081264454831,0.09602957735585951
49,2012.0,0.8333347223242348,0.07680675700584566
49,2013.0,0.8403491405756313,0.08938001651228374
49,2014.0,0.8455447259118811,0.09514032484412858
49,2015.0,0.8490636582465021,0.09414028832044931
21,1967.0,0.7999855085099241,0.2409378826832126
21,1968.0,0.7999855085099241,0.2409378826832126
21,1989.0,0.7667975092298215,0.22744553311233234
21,1990.0,0.7577843733387729,0.25064758185293934
22,1980.0,0.8297014579074978,0.3734269049473849
22,1981.0,0.8543976691034624,0.5582099686565742
22,1982.0,0.8557304112465546,0.6422753106319175
22,1983.0,0.8802635025485698,0.6772944861418394
22,1984.0,0.8809973952677193,0.6716871897217801
22,1994.0,0.7919043347135962,0.13065872702853346
22,1995.0,0.7988254809891071,0.15664550651954906
22,1996.0,0.8002928468874249,0.18050748223275237
22,1997.0,0.8227737619659318,0.17498060283211278
22,1998.0,0.8475135209709436,0.11760252326347867
22,1999.0,0.8321595610309126,0.19494199145612684
22,2000.0,0.8201240124345733,0.14495775907622233
22,2001.0,0.810895506030689,0.16304124033150288
22,2002.0,0.8272887830549308,0.11754215138333103
22,2003.0,0.8262113897068826,0.11562989115445171
22,2004.0,0.868574359645303,0.056250040302010376
22,2005.0,0.8704786085887151,0.07053514138191143
22,2006.0,0.8607650840652993,0.03486490135907314
22,2007.0,0.8503092778862262,0.1166596082955818
22,2008.0,0.8380791031480378,0.07284060440325589
22,2009.0,0.8105540823778336,0.0828286581051309
22,2010.0,0.7959070059517552,0.0453890716260689
22,2013.0,0.7635539868413157,0.26029860505075025
22,2014.0,0.7577819596480451,0.5914166473560535
22,2015.0,0.76019698600189,0.6263058543000128
22,2016.0,0.7710321695812374,0.60550708895603
48,1960.0,0.8586723354208576,0.15837976935641612
48,1961.0,0.8586723354208576,0.15837976935641612
48,1962.0,0.8586723354208576,0.15837976935641612
48,2001.0,0.8619954254637089,0.14109591146375017
48,2002.0,0.8525461518528108,0.14951174567532907
53,1992.0,0.8800499659683075,0.11822936212040844
31,1994.0,0.8865758485241598,0.10019437590579101
31,1995.0,0.8811878908011436,0.09615560935134908
31,1996.0,0.8794378391945824,0.10315380940764095
31,1997.0,0.8788778520090079,0.09582459816172029
31,1998.0,0.8832193255345759,0.10034157140833833
44,1961.0,0.8871726098433192,0.1176637326235073
44,1962.0,0.8871726098433192,0.1176637326235073
44,1963.0,0.8871726098433192,0.1176637326235073
44,1964.0,0.8871726098433192,0.1176637326235073
44,1965.0,0.8871726098433192,0.1176637326235073
44,1966.0,0.8871726098433192,0.1176637326235073
44,1967.0,0.8871726098433192,0.1176637326235073
44,1968.0,0.8871726098433192,0.1176637326235073
44,1969.0,0.8871726098433192,0.1176637326235073
44,1970.0,0.8980293128146326,0.12876982437641157
44,1971.0,0.8895584233629723,0.1101877422274074
44,1972.0,0.8739130624639962,0.085087994367457
44,1992.0,0.8112256919178747,0.18050284419714854
44,1993.0,0.8086227962690142,0.16742269544684218
44,1994.0,0.800390037692789,0.15059086368476682
44,1995.0,0.7924159179732361,0.15296782736421627
44,1996.0,0.7840432597276982,0.16493296608502983
44,1997.0,0.7812784445222474,0.15273891110121346
44,1998.0,0.7829477127809975,0.15154832637947777
44,1999.0,0.7865477283187156,0.1555627072494945
44,2000.0,0.7944290407770576,0.15073730039202993
44,2001.0,0.8029228241024966,0.15065143050070862
44,2002.0,0.8112150324310238,0.15457621948344996
44,2003.0,0.8191789667439536,0.14285520618098632
44,2004.0,0.8166644243254746,0.13970167042496295
44,2005.0,0.8132901131060422,0.19631357105793906
48,1999.0,0.8789614043093922,0.11552710815048603
48,2000.0,0.8784867123011328,0.1267616719265723
53,1969.0,0.851084859101683,0.12513775436144176
53,1970.0,0.881207409303761,0.19481653748640407
53,1971.0,0.8786676930536316,0.2152047505564922
53,1972.0,0.8426130531511971,0.14462928622766721
53,1973.0,0.8309953709674955,0.13076139520186647
53,1977.0,0.8553801211995239,0.24047300256107834
53,1991.0,0.8725225289039006,0.057842495255805045
11,1970.0,0.7586296587012473,-0.005165679779931816
11,2002.0,0.9476898718974255,0.08131464991131854
11,2003.0,0.9584331442016081,0.11618846973027275
11,2004.0,0.9376825165217482,0.06950330888290478
11,2005.0,0.9443387087341069,0.08075511163642439
11,2006.0,0.9252978484131933,0.21395341306397012
11,2007.0,0.9457667605220501,0.11493457771092953
11,2008.0,0.8982779876359254,0.0553575317104868
11,2009.0,0.8711317287205402,0.21852187295112105
11,2010.0,0.8516231826761624,0.15351782665672042
11,2011.0,0.8581450318336719,0.12468339245880602
11,2012.0,0.8492216196779799,0.18879874270518077
11,2013.0,0.8795903326011356,0.17860322099325243
11,2014.0,0.91390884670772,0.06228965144825297
11,2015.0,0.9349004104423534,-0.018457399484230197
11,2016.0,0.9432808230556252,0.01239727800333177
72,1987.0,0.8286167037887068,0.12278924032194267
72,1988.0,0.8491003225906191,0.08592925796075697
31,1999.0,0.8860556816136055,0.10023038958297005
99,1955.0,0.9070077284844574,0.2190409952195649
99,1956.0,0.9070077284844574,0.2190409952195649
99,1957.0,0.9070077284844574,0.2190409952195649
99,1958.0,0.9070077284844574,0.2190409952195649
99,1959.0,0.9070077284844574,0.2190409952195649
99,1960.0,0.9070077284844574,0.2190409952195649
99,1961.0,0.9070077284844574,0.2190409952195649
99,1962.0,0.9070077284844574,0.2190409952195649
99,1963.0,0.9070077284844574,0.2190409952195649
99,1964.0,0.9070077284844574,0.2190409952195649
99,1965.0,0.9070077284844574,0.2190409952195649
99,1966.0,0.9070077284844574,0.2190409952195649
99,1967.0,0.9070077284844574,0.2190409952195649
99,1968.0,0.9070077284844574,0.2190409952195649
99,1969.0,0.9070077284844574,0.2190409952195649
99,1970.0,0.8947562852494878,0.05077272422371616
99,1971.0,0.8912124576467674,0.01909015359629965
99,1972.0,0.8806567412120802,0.06565176372846425
99,1973.0,0.8747912866911945,0.11759653455522055
99,1974.0,0.8841117881360969,0.10694610985788695
99,1975.0,0.8813042787380068,0.0752049789756719
99,1976.0,0.8796333129338334,0.13142064745551227
99,1977.0,0.8906826538744348,0.09944351961118268
99,1978.0,0.8976139985760561,0.10414164449121027
99,1979.0,0.9062982479239944,0.10297427611265246
99,1980.0,0.9144424667032747,0.14639496209114974
99,1981.0,0.9318199601919601,0.14445927986085272
99,1982.0,0.9134474872693432,0.14247796224465276
99,1983.0,0.892265462550255,0.16567736390340645
99,1984.0,0.8621535167037241,0.1200313466478292
99,1985.0,0.8453826966542107,0.125019246218108
99,1986.0,0.837815756630123,0.1218969709951308
99,1987.0,0.8510677976214748,0.16966440043977768
99,1988.0,0.8494298391352949,0.16667472097998987
99,1994.0,0.8836892329154007,0.1659571971723287
99,1995.0,0.8732984069620207,0.1756617197077308
99,1996.0,0.8720888523744782,0.13812103245252227
99,1997.0,0.8816086235194931,0.10209116258127092
99,1998.0,0.8772261373622433,0.11677500346723889
99,1999.0,0.881753154404528,0.07685222277726687
99,2000.0,0.8884494746358572,0.045859578409086686
99,2001.0,0.88357480406321,0.014277423491926953
99,2002.0,0.8543797395939531,0.02410370156157082
99,2003.0,0.8500040235226469,0.016974383068517913
99,2004.0,0.8482407181315018,0.04166612589763759
99,2005.0,0.8456682458008774,0.0652108940035718
99,2006.0,0.838958036735594,0.07344147639304563
99,2007.0,0.8658959697319107,0.05671145887459497
99,2008.0,0.8839176251591175,0.055904174872869694
99,2009.0,0.9118908354406923,0.014045817106956836
